date,symbol,side,entry,exit,quantity,setup,confidence,mistake,notes
2025-10-29,AUDCAD,BUY,0.91634,0.9166,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.91634. Trade exited at configured 0.91660000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0560%. No major emotional behavior simulated.
2025-10-29,AUDCAD,SELL,0.91588,0.91633,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.91588. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0483%. No major emotional behavior simulated.
2025-11-03,AUDCAD,BUY,0.91879,0.91849,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.91879. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0289%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-11-03,AUDCAD,BUY,0.91926,0.91924,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.91926. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0267%. No major emotional behavior simulated.
2025-11-11,AUDCAD,BUY,0.91445,0.91438,10000,Streak Pullback Confirmation,2,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.91445. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0217%. No major emotional behavior simulated.
2025-11-12,AUDCAD,SELL,0.9142,0.91441,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.9142. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0331%. No major emotional behavior simulated.
2025-11-17,AUDCAD,BUY,0.91512,0.91508,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bullish 7-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.91512. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0240%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-11-18,AUDCAD,BUY,0.91066,0.91056,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.91066. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0279%. No major emotional behavior simulated.
2025-11-20,AUDCAD,BUY,0.91086,0.9111,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.91086. Trade exited at configured 0.91110000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0463%. No major emotional behavior simulated.
2025-11-24,AUDCAD,BUY,0.91127,0.91106,10000,Streak Pullback Confirmation,2,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.91127. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0483%. No major emotional behavior simulated.
2025-11-25,AUDCAD,BUY,0.91121,0.91105,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.91121. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0203%. No major emotional behavior simulated.
2025-12-01,AUDCAD,BUY,0.91611,0.91603,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.91611. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0347%. No major emotional behavior simulated.
2025-12-02,AUDCAD,BUY,0.91763,0.91681,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.91763. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0431%. No major emotional behavior simulated.
2025-12-09,AUDCAD,SELL,0.91734,0.91747,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.91734. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0290%. No major emotional behavior simulated.
2025-12-17,AUDCAD,SELL,0.91099,0.91109,10000,Streak Pullback Confirmation,2,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.91099. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0564%. No major emotional behavior simulated.
2025-12-17,AUDCAD,BUY,0.91034,0.9103,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.91034. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0194%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-12-18,AUDCAD,SELL,0.90957,0.90994,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.90957. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0232%. No major emotional behavior simulated.
2025-12-18,AUDCAD,BUY,0.91025,0.91012,10000,Streak Pullback Confirmation,3,emotional re-entry,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.91025. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0268%. emotional re-entry behavior simulated based on setup quality, volatility, and confidence context."
2025-12-24,AUDCAD,SELL,0.91675,0.91685,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.91675. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0237%. No major emotional behavior simulated.
2026-01-04,AUDCAD,SELL,0.91841,0.91785,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.91841. Trade exited at configured 0.91785000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0703%. No major emotional behavior simulated.
2026-01-06,AUDCAD,BUY,0.92586,0.92575,10000,Streak Pullback Confirmation,3,FOMO entry,"SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.92586. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0263%. FOMO entry behavior simulated based on setup quality, volatility, and confidence context."
2026-01-09,AUDCAD,BUY,0.92904,0.9287,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.92904. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0303%. No major emotional behavior simulated.
2026-01-12,AUDCAD,BUY,0.93057,0.93035,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.93057. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0213%. No major emotional behavior simulated.
2026-01-20,AUDCAD,BUY,0.93134,0.93162,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 7-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.93134. Trade exited at configured 0.93162000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0237%. No major emotional behavior simulated.
2026-01-20,AUDCAD,BUY,0.93302,0.93297,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.93302. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0308%. No major emotional behavior simulated.
2026-01-20,AUDCAD,SELL,0.93136,0.93108,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.93136. Trade exited at configured 0.93108000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0267%. No major emotional behavior simulated.
2026-01-28,AUDCAD,SELL,0.95085,0.95059,10000,Streak Pullback Confirmation,4,weak confirmation,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.95085. Trade exited at configured 0.95059000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0559%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2026-01-30,AUDCAD,SELL,0.9453,0.94644,10000,Streak Pullback Confirmation,3,no patience,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.9453. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0544%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2026-02-05,AUDCAD,SELL,0.95345,0.95354,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.95345. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0378%. No major emotional behavior simulated.
2026-02-06,AUDCAD,BUY,0.9506,0.9505,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.9506. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0322%. No major emotional behavior simulated.
2026-02-13,AUDCAD,SELL,0.96184,0.96104,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.96184. Trade exited at configured 0.96104000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0515%. No major emotional behavior simulated.
2026-02-16,AUDCAD,BUY,0.96333,0.96375,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.96333. Trade exited at configured 0.96375000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0280%. No major emotional behavior simulated.
2026-02-18,AUDCAD,BUY,0.96468,0.96461,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.96468. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0175%. No major emotional behavior simulated.
2026-02-20,AUDCAD,SELL,0.96241,0.96256,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.96241. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0325%. No major emotional behavior simulated.
2026-02-24,AUDCAD,SELL,0.96813,0.96749,10000,Streak Pullback Confirmation,5,revenge trade,"SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.96813. Trade exited at configured 0.96749000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0395%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2026-02-26,AUDCAD,SELL,0.97364,0.97298,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.97364. Trade exited at configured 0.97298000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0343%. No major emotional behavior simulated.
2026-02-26,AUDCAD,SELL,0.97162,0.9719,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.97162. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0360%. No major emotional behavior simulated.
2025-06-27,AUDCHF,SELL,0.52389,0.52423,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52389. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0526%. No major emotional behavior simulated.
2025-06-30,AUDCHF,SELL,0.52188,0.52144,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.52188. Trade exited at configured 0.52144000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0551%. No major emotional behavior simulated.
2025-07-03,AUDCHF,BUY,0.52006,0.52022,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.52006. Trade exited at configured 0.52022000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0247%. No major emotional behavior simulated.
2025-07-03,AUDCHF,BUY,0.5215,0.52131,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 7-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.5215. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0313%. No major emotional behavior simulated.
2025-07-03,AUDCHF,SELL,0.52269,0.52281,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.52269. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0399%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-07-04,AUDCHF,SELL,0.52187,0.52145,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52187. Trade exited at configured 0.52145000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0484%. No major emotional behavior simulated.
2025-07-07,AUDCHF,BUY,0.51884,0.51869,10000,Streak Pullback Confirmation,3,weak confirmation,"SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.51884. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0530%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2025-07-09,AUDCHF,SELL,0.51938,0.51969,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.51938. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0693%. No major emotional behavior simulated.
2025-07-10,AUDCHF,BUY,0.52327,0.52377,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.52327. Trade exited at configured 0.52377000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0412%. No major emotional behavior simulated.
2025-07-11,AUDCHF,SELL,0.52372,0.52391,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52372. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0718%. No major emotional behavior simulated.
2025-07-11,AUDCHF,SELL,0.52344,0.52354,10000,Streak Pullback Confirmation,3,no patience,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52344. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0412%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-07-15,AUDCHF,BUY,0.52233,0.52229,10000,Streak Pullback Confirmation,3,weak confirmation,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.52233. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0651%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2025-07-15,AUDCHF,SELL,0.52187,0.52213,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52187. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0711%. No major emotional behavior simulated.
2025-07-16,AUDCHF,SELL,0.52238,0.52246,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 7-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.52238. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0199%. No major emotional behavior simulated.
2025-07-17,AUDCHF,SELL,0.51964,0.51934,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bearish 7-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.51964. Trade exited at configured 0.51934000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0667%. No major emotional behavior simulated.
2025-07-22,AUDCHF,SELL,0.52031,0.51989,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bearish 7-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.52031. Trade exited at configured 0.51989000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0319%. No major emotional behavior simulated.
2025-07-22,AUDCHF,SELL,0.51874,0.51904,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 8-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.51874. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0520%. No major emotional behavior simulated.
2025-07-23,AUDCHF,BUY,0.52178,0.52155,10000,Streak Pullback Confirmation,4,revenge trade,"SIMULATED DATA - not real trading history. bullish 7-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.52178. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0449%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-07-23,AUDCHF,BUY,0.52284,0.5228,10000,Streak Pullback Confirmation,2,revenge trade,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.52284. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0281%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-07-31,AUDCHF,BUY,0.52523,0.52519,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.52523. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0405%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-08-04,AUDCHF,SELL,0.52237,0.52213,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.52237. Trade exited at configured 0.52213000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0282%. No major emotional behavior simulated.
2025-08-06,AUDCHF,SELL,0.52448,0.5246,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 2-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52448. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0295%. No major emotional behavior simulated.
2025-08-06,AUDCHF,SELL,0.52371,0.52445,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52371. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0605%. No major emotional behavior simulated.
2025-08-07,AUDCHF,SELL,0.52403,0.52426,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52403. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0368%. No major emotional behavior simulated.
2025-08-07,AUDCHF,SELL,0.52484,0.52513,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52484. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0585%. No major emotional behavior simulated.
2025-08-07,AUDCHF,SELL,0.52469,0.52474,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 0.52469. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0343%. No major emotional behavior simulated.
2025-08-11,AUDCHF,SELL,0.52597,0.52614,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.52597. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0224%. No major emotional behavior simulated.
2025-08-12,AUDCHF,BUY,0.52697,0.52691,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.52697. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0550%. No major emotional behavior simulated.
2025-08-14,AUDCHF,SELL,0.52442,0.5246,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 0.52442. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0648%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-08-18,AUDCHF,BUY,0.52557,0.52541,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 0.52557. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0381%. No major emotional behavior simulated.
2025-08-18,AUDCHF,BUY,0.52593,0.52557,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 7-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 0.52593. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0476%. No major emotional behavior simulated.
