date,symbol,side,entry,exit,quantity,setup,confidence,mistake,notes
2025-11-13,EURUSD,BUY,1.15893,1.15884,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 1.15893. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0126%. No major emotional behavior simulated.
2025-11-17,EURUSD,BUY,1.15931,1.15903,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 1.15931. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0174%. No major emotional behavior simulated.
2025-11-18,EURUSD,SELL,1.15911,1.15912,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 1.15911. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0126%. No major emotional behavior simulated.
2025-11-19,EURUSD,SELL,1.1577,1.15782,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 1.1577. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0204%. No major emotional behavior simulated.
2025-11-19,EURUSD,SELL,1.15873,1.1588,10000,Streak Pullback Confirmation,3,weak confirmation,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 1.15873. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0256%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2025-11-20,EURUSD,SELL,1.15134,1.15154,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 1.15134. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0284%. No major emotional behavior simulated.
2025-11-26,EURUSD,BUY,1.15936,1.1593,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 1.15936. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0169%. No major emotional behavior simulated.
2025-11-27,EURUSD,SELL,1.15935,1.15938,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 1.15935. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0089%. No major emotional behavior simulated.
2025-11-30,EURUSD,SELL,1.15987,1.16005,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 1.15987. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0265%. No major emotional behavior simulated.
2025-12-02,EURUSD,SELL,1.16124,1.16084,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 1.16124. Trade exited at configured 1.16084000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0608%. No major emotional behavior simulated.
2025-12-03,EURUSD,SELL,1.16429,1.16455,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 1.16429. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0198%. No major emotional behavior simulated.
2025-12-03,EURUSD,BUY,1.16603,1.16568,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 1.16603. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0351%. No major emotional behavior simulated.
2025-12-05,EURUSD,BUY,1.16521,1.16502,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 1.16521. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0373%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-12-08,EURUSD,SELL,1.16484,1.1648,10000,Streak Pullback Confirmation,4,revenge trade,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 1.16484. Trade exited at configured 1.16480000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0270%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-12-09,EURUSD,BUY,1.16301,1.16298,10000,Streak Pullback Confirmation,2,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 2-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 1.16301. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0144%. No major emotional behavior simulated.
2025-12-10,EURUSD,SELL,1.1634,1.16347,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 1.1634. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0150%. No major emotional behavior simulated.
2025-12-10,EURUSD,BUY,1.16483,1.16457,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 1.16483. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0274%. No major emotional behavior simulated.
2025-12-12,EURUSD,SELL,1.17415,1.17423,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 1.17415. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0157%. No major emotional behavior simulated.
2025-12-15,EURUSD,BUY,1.17492,1.17528,10000,Streak Pullback Confirmation,5,no patience,"SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 1.17492. Trade exited at configured 1.17528000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0175%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-12-16,EURUSD,BUY,1.17597,1.17565,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 1.17597. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0334%. No major emotional behavior simulated.
2025-12-17,EURUSD,BUY,1.17182,1.17153,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 1.17182. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0346%. No major emotional behavior simulated.
2025-12-18,EURUSD,BUY,1.17389,1.17621,10000,Streak Pullback Confirmation,4,revenge trade,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 1.17389. Trade exited at configured 1.17621000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0843%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-12-19,EURUSD,SELL,1.172,1.17239,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 1.172. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0219%. No major emotional behavior simulated.
2025-12-29,EURUSD,BUY,1.17682,1.17718,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 1.17682. Trade exited at configured 1.17718000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0272%. No major emotional behavior simulated.
2025-06-23,EURJPY,BUY,169.421,169.338,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 12-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 169.421. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0596%. No major emotional behavior simulated.
2025-06-23,EURJPY,SELL,169.147,168.937,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 169.147. Trade exited at configured 168.93700000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0703%. No major emotional behavior simulated.
2025-06-27,EURJPY,SELL,168.858,168.885,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 11-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 168.858. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0457%. No major emotional behavior simulated.
2025-06-27,EURJPY,BUY,169.25,169.215,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 169.25. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0360%. No major emotional behavior simulated.
2025-07-01,EURJPY,SELL,169.232,169.242,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 8-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 169.232. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0288%. No major emotional behavior simulated.
2025-07-02,EURJPY,SELL,169.389,169.365,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bearish 8-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 169.389. Trade exited at configured 169.36500000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0360%. No major emotional behavior simulated.
2025-07-02,EURJPY,SELL,169.423,169.429,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 169.423. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0221%. No major emotional behavior simulated.
2025-07-07,EURJPY,BUY,171.152,171.061,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 171.152. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0422%. No major emotional behavior simulated.
2025-07-08,EURJPY,BUY,171.508,171.566,10000,Streak Pullback Confirmation,4,no patience,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 171.508. Trade exited at configured 171.56600000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0522%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-07-09,EURJPY,BUY,171.705,171.637,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 171.705. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0384%. No major emotional behavior simulated.
2025-07-16,EURJPY,BUY,172.138,171.955,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 172.138. Trade did not hit target or stop within max hold and exited at -0.56R. Setup quality: strong. Confidence=4/5. Volatility=0.1018%. No major emotional behavior simulated.
2025-07-21,EURJPY,BUY,172.507,172.468,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 172.507. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0318%. No major emotional behavior simulated.
2025-07-21,EURJPY,SELL,172.174,172.212,10000,Streak Pullback Confirmation,4,overconfidence,"SIMULATED DATA - not real trading history. bearish 10-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 172.174. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0382%. overconfidence behavior simulated based on setup quality, volatility, and confidence context."
2025-07-23,EURJPY,BUY,171.964,171.944,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 171.964. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0977%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-07-23,EURJPY,BUY,172.414,172.391,10000,Streak Pullback Confirmation,3,weak confirmation,"SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 172.414. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1124%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2025-07-24,EURJPY,SELL,172.231,172.269,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 172.231. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0411%. No major emotional behavior simulated.
2025-07-25,EURJPY,BUY,173.266,173.194,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 173.266. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0388%. No major emotional behavior simulated.
2025-07-28,EURJPY,SELL,173.138,173.096,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 173.138. Trade exited at configured 173.09600000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0380%. No major emotional behavior simulated.
2025-07-28,EURJPY,SELL,172.994,172.814,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 172.994. Trade exited at configured 172.81400000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0361%. No major emotional behavior simulated.
2025-07-29,EURJPY,BUY,171.855,171.73,10000,Streak Pullback Confirmation,4,overconfidence,"SIMULATED DATA - not real trading history. bullish 8-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 171.855. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0397%. overconfidence behavior simulated based on setup quality, volatility, and confidence context."
2025-07-29,EURJPY,BUY,171.438,171.47,10000,Streak Pullback Confirmation,4,revenge trade,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 171.438. Trade exited at configured 171.47000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0205%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-08-01,EURJPY,SELL,170.451,170.497,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 170.451. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0746%. No major emotional behavior simulated.
2025-08-07,EURJPY,BUY,172.053,172.041,10000,Streak Pullback Confirmation,2,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 172.053. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0311%. No major emotional behavior simulated.
2025-08-07,EURJPY,SELL,171.511,171.537,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 171.511. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0254%. No major emotional behavior simulated.
2025-08-08,EURJPY,BUY,172.291,172.257,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 172.291. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0213%. No major emotional behavior simulated.
2025-08-11,EURJPY,SELL,172.145,172.119,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 172.145. Trade exited at configured 172.11900000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0148%. No major emotional behavior simulated.
2025-08-11,EURJPY,BUY,172.013,171.994,10000,Streak Pullback Confirmation,4,chasing momentum,"SIMULATED DATA - not real trading history. bullish 8-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 172.013. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0213%. chasing momentum behavior simulated based on setup quality, volatility, and confidence context."
2025-08-13,EURJPY,BUY,172.751,172.783,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bullish 8-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 172.751. Trade exited at configured 172.78300000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0379%. No major emotional behavior simulated.
2025-08-13,EURJPY,BUY,172.557,172.508,10000,Streak Pullback Confirmation,3,no patience,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 172.557. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0251%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-08-15,EURJPY,BUY,172.333,172.274,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 7-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 172.333. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0244%. No major emotional behavior simulated.
2025-08-18,EURJPY,SELL,172.465,172.528,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 172.465. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0280%. No major emotional behavior simulated.
2025-08-18,EURJPY,SELL,172.258,172.172,10000,Streak Pullback Confirmation,5,chasing momentum,"SIMULATED DATA - not real trading history. bearish 7-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 172.258. Trade exited at configured 172.17200000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0453%. chasing momentum behavior simulated based on setup quality, volatility, and confidence context."
2025-08-22,EURJPY,SELL,172.288,172.302,10000,Streak Pullback Confirmation,2,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 172.288. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0274%. No major emotional behavior simulated.
2025-08-25,EURJPY,SELL,172.483,172.496,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 172.483. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0423%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-08-25,EURJPY,SELL,172.249,172.319,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 172.249. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0468%. No major emotional behavior simulated.
2025-08-26,EURJPY,BUY,171.683,171.675,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 171.683. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0215%. No major emotional behavior simulated.
2025-09-01,EURJPY,BUY,172.177,172.151,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 172.177. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0312%. No major emotional behavior simulated.
2025-09-01,EURJPY,BUY,172.433,172.378,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 172.433. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0311%. No major emotional behavior simulated.
2025-09-02,EURJPY,BUY,172.747,172.733,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 172.747. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0241%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-09-02,EURJPY,BUY,172.881,172.857,10000,Streak Pullback Confirmation,2,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 172.881. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0432%. No major emotional behavior simulated.
2025-09-03,EURJPY,SELL,172.66,172.638,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 172.66. Trade exited at configured 172.63800000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0264%. No major emotional behavior simulated.
2025-09-03,EURJPY,SELL,172.594,172.608,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 172.594. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0244%. No major emotional behavior simulated.
2025-09-04,EURJPY,BUY,172.698,172.659,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 172.698. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0512%. No major emotional behavior simulated.
2025-09-05,EURJPY,BUY,172.768,172.818,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 172.768. Trade exited at configured 172.81800000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0213%. No major emotional behavior simulated.
2025-09-05,EURJPY,SELL,172.682,172.758,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 172.682. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0279%. No major emotional behavior simulated.
